student_index,school_index,course_id,section_id,topic_id,module_type,submodule_type,tag_code,question_id,difficulty,right_answer,user_answer,is_right,is_view_answer,is_view_analyze,cost_time,stime,ctime
7,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8fd6d55-d69e-11e8-8ce1-7cd30ae45aec,6,"""AC""",BC,0,0,0,68,2018-12-27 19:43:52,2018-12-27 19:45:00
7,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e946b5af-d69e-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,31,2018-12-27 19:45:02,2018-12-27 19:45:32
3,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d786116-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",C,1,0,1,63,2018-12-27 19:44:46,2018-12-27 19:45:49
8,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e980a7fd-d69e-11e8-8ce1-7cd30ae45aec,8,"""D""",C,0,0,1,67,2018-12-27 19:45:01,2018-12-27 19:46:08
8,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,3f3c7518-b1a4-11e8-8ce1-7cd30ae45aec,1,"""A""",A,1,0,0,11,2018-12-27 19:46:17,2018-12-27 19:46:27
3,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d390c7c-a771-11e8-8ce1-7cd30ae45aec,5,"""D""",D,1,0,1,37,2018-12-27 19:45:53,2018-12-27 19:46:29
3,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6cf42037-a771-11e8-8ce1-7cd30ae45aec,2,"""C""",C,1,0,0,7,2018-12-27 19:46:30,2018-12-27 19:46:37
8,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e9085e67-d69e-11e8-8ce1-7cd30ae45aec,4,"""B""",B,1,0,0,15,2018-12-27 19:46:28,2018-12-27 19:46:43
7,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8e5bbcc-d69e-11e8-8ce1-7cd30ae45aec,6,"""C""",A,0,0,0,40,2018-12-27 19:45:33,2018-12-27 19:46:54
7,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,3f1ed098-b1a4-11e8-8ce1-7cd30ae45aec,1,"""A""",B,0,0,0,9,2018-12-27 19:47:10,2018-12-27 19:47:19
8,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8fd6d55-d69e-11e8-8ce1-7cd30ae45aec,6,"""AC""",C,0,0,0,100,2018-12-27 19:46:45,2018-12-27 19:48:24
8,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e946b5af-d69e-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,83,2018-12-27 19:48:29,2018-12-27 19:49:52
3,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d156360-a771-11e8-8ce1-7cd30ae45aec,4,"[[""\u4e94\u6c27\u5316\u4e8c\u78f7""],[""\u6c27\u6c14""],[""\u56db""],[""\u6c2e\u6c14""]]",;;;,0,0,1,208,2018-12-27 19:46:38,2018-12-27 19:50:05
3,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6cfdf7a4-a771-11e8-8ce1-7cd30ae45aec,3,"[[""\u7ea2\u78f7""]]",,1,0,1,19,2018-12-27 19:50:18,2018-12-27 19:50:36
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9ac183c-9a1b-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,23,2018-12-27 19:51:30,2018-12-27 19:51:53
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b2ba01-9a1b-11e8-8ce1-7cd30ae45aec,3,"""D""",B,0,0,0,7,2018-12-27 19:51:54,2018-12-27 19:52:01
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b741ab-9a1b-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,5,2018-12-27 19:52:09,2018-12-27 19:52:14
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fb03a8e-a77c-11e8-8ce1-7cd30ae45aec,6,"""C""",B,0,0,1,23,2018-12-27 19:52:15,2018-12-27 19:52:38
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,705e4cdc-a77c-11e8-8ce1-7cd30ae45aec,9,"""B""",C,0,0,1,33,2018-12-27 19:52:51,2018-12-27 19:53:23
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9ac183c-9a1b-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,9,2018-12-27 19:53:17,2018-12-27 19:53:26
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b2ba01-9a1b-11e8-8ce1-7cd30ae45aec,3,"""D""",B,0,0,0,15,2018-12-27 19:53:27,2018-12-27 19:53:42
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b741ab-9a1b-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,52,2018-12-27 19:53:43,2018-12-27 19:54:41
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fb03a8e-a77c-11e8-8ce1-7cd30ae45aec,6,"""C""",C,1,0,0,29,2018-12-27 19:54:43,2018-12-27 19:55:12
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,705e4cdc-a77c-11e8-8ce1-7cd30ae45aec,9,"""B""",A,0,0,0,20,2018-12-27 19:55:13,2018-12-27 19:55:33
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9ac183c-9a1b-11e8-8ce1-7cd30ae45aec,3,"""A""",B,0,0,0,69,2018-12-27 19:54:41,2018-12-27 19:55:50
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b2ba01-9a1b-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,78,2018-12-27 19:55:55,2018-12-27 19:57:13
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b741ab-9a1b-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,8,2018-12-27 19:57:16,2018-12-27 19:57:24
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fb03a8e-a77c-11e8-8ce1-7cd30ae45aec,6,"""C""",C,1,0,0,21,2018-12-27 19:57:25,2018-12-27 19:57:46
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,705e4cdc-a77c-11e8-8ce1-7cd30ae45aec,9,"""B""",C,0,0,0,24,2018-12-27 19:57:47,2018-12-27 19:58:10
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,704229a7-a77c-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,16,2018-12-27 19:58:02,2018-12-27 19:58:18
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,706d9227-a77c-11e8-8ce1-7cd30ae45aec,6,"""B""",A,0,0,0,7,2018-12-27 19:58:19,2018-12-27 19:58:26
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,ec52bb22-9a0a-11e8-8ce1-7cd30ae45aec,1,"[[""\u4e8c\u6c27\u5316\u786b""]]",,1,0,0,27,2018-12-27 19:58:19,2018-12-27 19:58:46
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fd8da82-a77c-11e8-8ce1-7cd30ae45aec,5,"""D""",D,1,0,0,539,2018-12-27 19:53:34,2018-12-27 20:02:33
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,709ab04f-a77c-11e8-8ce1-7cd30ae45aec,6,"[[""\u4e0d\u80fd""]]",,1,0,1,232,2018-12-27 19:58:47,2018-12-27 20:02:39
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,700c6d08-a77c-11e8-8ce1-7cd30ae45aec,6,"[[""\u4e0d\u80fd""]]",,1,0,0,10,2018-12-27 20:02:34,2018-12-27 20:02:44
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,706d9227-a77c-11e8-8ce1-7cd30ae45aec,6,"""B""",A,0,0,0,17,2018-12-27 20:02:46,2018-12-27 20:03:03
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fa30b2c-a77c-11e8-8ce1-7cd30ae45aec,5,"""D""",A,0,0,1,36,2018-12-27 20:02:40,2018-12-27 20:03:16
3,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,1638eaa9-9a08-11e8-8ce1-7cd30ae45aec,1,"[[""\u51cf\u5c0f""]]",,1,0,0,16,2018-12-27 20:03:09,2018-12-27 20:03:25
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fc02722-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,11,2018-12-27 20:03:49,2018-12-27 20:04:00
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fe4f9ce-a77c-11e8-8ce1-7cd30ae45aec,4,"[[""e""],[""d""],[""b""]]",e;ad;c,0,0,0,48,2018-12-27 20:03:18,2018-12-27 20:04:06
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fcb793c-d696-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,8,2018-12-27 20:04:01,2018-12-27 20:04:09
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fd4a9c5-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,9,2018-12-27 20:04:10,2018-12-27 20:04:19
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8b6fea4-d69e-11e8-8ce1-7cd30ae45aec,4,"""C""",C,1,0,1,17,2018-12-27 20:04:21,2018-12-27 20:04:38
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e980a7fd-d69e-11e8-8ce1-7cd30ae45aec,8,"""D""",B,0,0,0,18,2018-12-27 20:04:39,2018-12-27 20:04:57
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,719b75f7-d6ba-11e8-8ce1-7cd30ae45aec,2,"""B""",A,0,0,1,13,2018-12-27 20:05:02,2018-12-27 20:05:14
8,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,1678f18f-9a08-11e8-8ce1-7cd30ae45aec,1,"[[""\u767d\u70df""]]",,1,0,0,68,2018-12-27 20:04:13,2018-12-27 20:05:37
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,38f7c151-d69d-11e8-8ce1-7cd30ae45aec,1,"[[""\u4e0d\u80fd""]]",,1,0,1,29,2018-12-27 20:05:17,2018-12-27 20:05:46
3,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,3900cd51-d69d-11e8-8ce1-7cd30ae45aec,1,"[[""\u505c\u6b62""]]",,1,0,1,17,2018-12-27 20:05:47,2018-12-27 20:06:04
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,b5df8286-cb6e-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,9,2018-12-27 20:08:10,2018-12-27 20:08:19
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,b5ea586b-cb6e-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,8,2018-12-27 20:08:20,2018-12-27 20:08:28
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,b5f2a17e-cb6e-11e8-8ce1-7cd30ae45aec,3,"""C""",B,0,0,0,59,2018-12-27 20:08:29,2018-12-27 20:09:28
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,6231fae7-cb72-11e8-8ce1-7cd30ae45aec,5,"""D""",B,0,0,0,55,2018-12-27 20:09:31,2018-12-27 20:10:26
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,aa14d3cf-9a16-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,45,2018-12-27 20:10:34,2018-12-27 20:11:18
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,aa1f1cb7-9a16-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,8,2018-12-27 20:11:18,2018-12-27 20:11:26
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,aa276916-9a16-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,47,2018-12-27 20:11:26,2018-12-27 20:12:13
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,62e35f86-cb72-11e8-8ce1-7cd30ae45aec,7,"""B""",B,1,0,0,110,2018-12-27 20:10:31,2018-12-27 20:12:21
7,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fcb6f7a-a77c-11e8-8ce1-7cd30ae45aec,5,"""A""",A,1,0,0,45,2018-12-27 19:58:46,2018-12-27 20:12:30
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d786116-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",C,1,0,0,53,2018-12-27 20:12:14,2018-12-27 20:13:07
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d390c7c-a771-11e8-8ce1-7cd30ae45aec,5,"""D""",D,1,0,0,24,2018-12-27 20:13:08,2018-12-27 20:13:32
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,6249014a-cb72-11e8-8ce1-7cd30ae45aec,5,"""CD""",C,0,0,0,77,2018-12-27 20:12:24,2018-12-27 20:13:40
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6df6d9da-a771-11e8-8ce1-7cd30ae45aec,7,"""D""",A,0,0,0,40,2018-12-27 20:13:33,2018-12-27 20:14:12
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,61adf37e-cb72-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,71,2018-12-27 20:13:41,2018-12-27 20:14:52
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,620fdd7b-cb72-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,15,2018-12-27 20:14:53,2018-12-27 20:15:08
3,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,628e97b0-cb72-11e8-8ce1-7cd30ae45aec,6,"""B""",B,1,0,0,34,2018-12-27 20:15:09,2018-12-27 20:15:43
3,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,bc4d549d-dc11-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,23,2018-12-27 20:15:48,2018-12-27 20:16:11
3,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,bc569d91-dc11-11e8-8ce1-7cd30ae45aec,3,"""C""",D,0,0,0,36,2018-12-27 20:16:12,2018-12-27 20:16:48
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d2c156b-a771-11e8-8ce1-7cd30ae45aec,6,"""D""",D,1,0,1,166,2018-12-27 20:14:14,2018-12-27 20:16:59
8,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d907a28-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",C,1,0,0,85,2018-12-27 20:17:00,2018-12-27 20:18:25
3,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,bc5deaae-dc11-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,556,2018-12-27 20:16:49,2018-12-27 20:41:31
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,aa14d3cf-9a16-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,8,2018-12-27 20:44:41,2018-12-27 20:44:49
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,aa1f1cb7-9a16-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,11,2018-12-27 20:44:51,2018-12-27 20:45:02
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,aa276916-9a16-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,27,2018-12-27 20:45:03,2018-12-27 20:45:30
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d786116-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",D,0,0,0,103,2018-12-27 20:45:31,2018-12-27 20:47:14
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d390c7c-a771-11e8-8ce1-7cd30ae45aec,5,"""D""",C,0,0,0,103,2018-12-27 20:47:20,2018-12-27 20:49:03
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6cf42037-a771-11e8-8ce1-7cd30ae45aec,2,"""C""",C,1,0,0,14,2018-12-27 20:49:10,2018-12-27 20:49:24
3,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,f7e4cc8c-de73-11e8-8ce1-7cd30ae45aec,4,"[[""4.8"",""4.80""],[""12.25""]]",15;1.75,0,0,0,515,2018-12-27 20:41:34,2018-12-27 20:50:09
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,b5df8286-cb6e-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,569,2018-12-27 20:29:27,2018-12-27 20:51:08
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6d156360-a771-11e8-8ce1-7cd30ae45aec,4,"[[""\u4e94\u6c27\u5316\u4e8c\u78f7""],[""\u6c27\u6c14""],[""\u56db""],[""\u6c2e\u6c14""]]",;;;,0,0,0,115,2018-12-27 20:49:26,2018-12-27 20:51:20
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,b5ea586b-cb6e-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,68,2018-12-27 20:51:09,2018-12-27 20:52:17
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,b5f2a17e-cb6e-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,5,2018-12-27 20:52:18,2018-12-27 20:52:23
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,6231fae7-cb72-11e8-8ce1-7cd30ae45aec,5,"""D""",D,1,0,0,7,2018-12-27 20:52:24,2018-12-27 20:52:31
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,62e35f86-cb72-11e8-8ce1-7cd30ae45aec,7,"""B""",B,1,0,0,4,2018-12-27 20:52:32,2018-12-27 20:52:36
3,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,7f830de3-de74-11e8-8ce1-7cd30ae45aec,7,"""D""",C,0,0,0,151,2018-12-27 20:50:24,2018-12-27 20:52:55
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,633ef8ef-cb72-11e8-8ce1-7cd30ae45aec,8,"""C""",A,0,0,0,85,2018-12-27 20:52:37,2018-12-27 20:54:02
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,1638eaa9-9a08-11e8-8ce1-7cd30ae45aec,1,"[[""\u51cf\u5c0f""]]",,0,0,0,32,2018-12-27 20:53:39,2018-12-27 20:54:11
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,62691ce3-cb72-11e8-8ce1-7cd30ae45aec,6,"""C""",C,1,0,0,52,2018-12-27 20:54:04,2018-12-27 20:54:55
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,1685e743-9a08-11e8-8ce1-7cd30ae45aec,1,"[[""\\frac {1} {5}""]]",21\%,0,0,0,57,2018-12-27 20:54:12,2018-12-27 20:55:09
7,1,1263,40409,22648,2052,0,hx_cz_sy_yqhl_01,6cfdf7a4-a771-11e8-8ce1-7cd30ae45aec,3,"[[""\u7ea2\u78f7""]]",,1,0,0,36,2018-12-27 20:55:14,2018-12-27 20:55:50
3,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,f7578c82-de73-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,416,2018-12-27 20:53:05,2018-12-27 21:00:00
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,62fd6fa2-cb72-11e8-8ce1-7cd30ae45aec,7,"""A""",A,1,0,0,899,2018-12-27 20:54:56,2018-12-27 21:11:56
8,1,1263,40409,22648,2053,0,hx_cz_zt_ll_04,632551c2-cb72-11e8-8ce1-7cd30ae45aec,8,"""C""",D,0,0,0,589,2018-12-27 21:11:57,2018-12-27 21:21:46
8,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,bc4d549d-dc11-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,55,2018-12-27 21:22:34,2018-12-27 21:23:29
8,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,bc569d91-dc11-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,421,2018-12-27 21:23:30,2018-12-27 21:30:31
8,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,bc5deaae-dc11-11e8-8ce1-7cd30ae45aec,3,"""A""",D,0,0,0,12,2018-12-27 21:30:32,2018-12-27 21:30:44
8,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,f7e4cc8c-de73-11e8-8ce1-7cd30ae45aec,4,"[[""4.8"",""4.80""],[""12.25""]]",4.8;12.25,1,0,0,284,2018-12-27 21:30:46,2018-12-27 21:35:30
5,1,1263,40408,22647,2051,0,hx_cz_ll_ysfh,b5e5c6d8-cb6f-11e8-8ce1-7cd30ae45aec,5,"""D""",C,0,0,0,71,2018-12-30 08:09:30,2018-12-30 08:10:40
1,1,1263,40408,22647,2051,0,hx_cz_ll_ysfh,b595c45b-cb6f-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,67,2018-12-30 08:13:26,2018-12-30 08:14:32
1,1,1263,40408,22647,2051,0,hx_cz_ll_ysfh,b60f757e-cb6f-11e8-8ce1-7cd30ae45aec,7,"""D""",D,1,0,0,42,2018-12-30 08:14:32,2018-12-30 08:15:14
1,1,1263,40408,22647,2051,0,hx_cz_sy_04,9df42923-b24e-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,55,2018-12-30 08:15:15,2018-12-30 08:16:10
5,1,1263,40408,22647,2051,0,hx_cz_sy_04,9de3a990-b24e-11e8-8ce1-7cd30ae45aec,5,"""D""",A,0,0,0,343,2018-12-30 08:10:40,2018-12-30 08:16:23
1,1,1263,40408,22647,2051,0,hx_cz_sy_04,9d98ab00-b24e-11e8-8ce1-7cd30ae45aec,7,"""C""",C,1,0,0,35,2018-12-30 08:16:11,2018-12-30 08:16:46
1,1,1263,40408,22647,2051,0,hx_cz_ll_xdyzzl_04,4d5ad2d3-b24f-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,99,2018-12-30 08:16:46,2018-12-30 08:18:25
1,1,1263,40408,22647,2051,0,hx_cz_ll_xdyzzl_04,4def3018-b24f-11e8-8ce1-7cd30ae45aec,7,"""B""",B,1,0,0,130,2018-12-30 08:18:26,2018-12-30 08:20:36
5,1,1263,40408,22647,2051,0,hx_cz_ll_xdyzzl_04,4d7737d5-b24f-11e8-8ce1-7cd30ae45aec,5,"[[""35""],[""7""],[""1""],[""12""]]",35;7;1;12,1,0,0,324,2018-12-30 08:16:24,2018-12-30 08:21:47
5,1,1263,40408,22647,2051,0,hx_cz_ll_xdyzzl_04,4def3018-b24f-11e8-8ce1-7cd30ae45aec,7,"""B""",B,1,0,0,69,2018-12-30 08:21:47,2018-12-30 08:22:56
1,1,1263,40408,22647,2053,0,hx_cz_zt_wz_02,b849a94f-dc11-11e8-8ce1-7cd30ae45aec,3,"""B""",C,0,0,0,26,2018-12-30 08:26:49,2018-12-30 08:27:15
1,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6d84f986-a771-11e8-8ce1-7cd30ae45aec,5,"""A""",B,0,0,0,61,2018-12-30 08:28:21,2018-12-30 08:29:22
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,d5c7a0f1-a76b-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,41,2018-12-30 08:29:26,2018-12-30 08:30:07
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,d5d28ffe-a76b-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,45,2018-12-30 08:30:15,2018-12-30 08:30:59
1,1,1263,40409,22648,2051,0,hx_cz_sy_qt_05,e8ce0f72-d69e-11e8-8ce1-7cd30ae45aec,5,"""A""",B,0,0,0,137,2018-12-30 08:29:22,2018-12-30 08:31:39
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,d5db0679-a76b-11e8-8ce1-7cd30ae45aec,3,"""D""",C,0,0,0,45,2018-12-30 08:31:00,2018-12-30 08:31:45
1,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,704229a7-a77c-11e8-8ce1-7cd30ae45aec,5,"""B""",B,1,0,0,18,2018-12-30 08:31:40,2018-12-30 08:31:58
1,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,70a6e515-a77c-11e8-8ce1-7cd30ae45aec,7,"""C""",A,0,0,0,22,2018-12-30 08:31:59,2018-12-30 08:32:21
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,9dceb7a9-b24e-11e8-8ce1-7cd30ae45aec,6,"""A""",A,1,0,1,86,2018-12-30 08:32:13,2018-12-30 08:33:39
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,9e0f5b40-b24e-11e8-8ce1-7cd30ae45aec,7,"""C""",C,1,0,0,137,2018-12-30 08:33:40,2018-12-30 08:35:57
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,9da357df-b24e-11e8-8ce1-7cd30ae45aec,4,"""B""",B,1,0,1,23,2018-12-30 08:35:58,2018-12-30 08:36:21
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,9db73ba8-b24e-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,4,2018-12-30 08:36:22,2018-12-30 08:36:26
5,1,1263,40408,22647,2052,0,hx_cz_sy_04,9ded2384-b24e-11e8-8ce1-7cd30ae45aec,4,"""B""",C,0,0,0,10,2018-12-30 08:36:27,2018-12-30 08:36:37
4,1,1263,40409,22648,2053,0,hx_cz_zt_js_02,f7e4cc8c-de73-11e8-8ce1-7cd30ae45aec,4,"[[""4.8"",""4.80""],[""12.25""]]",4.8;12.25,1,0,0,1800,2018-12-23 09:53:02,2018-12-30 08:52:53
1,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fc02722-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,21,2018-12-30 08:54:42,2018-12-30 08:55:03
5,1,1263,40408,22647,2052,0,hx_cz_ll_ysfh,ebb1a191-c092-11e8-8ce1-7cd30ae45aec,3,"""C""",A,0,0,0,33,2018-12-30 08:55:01,2018-12-30 08:55:34
1,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fcb793c-d696-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,20,2018-12-30 08:55:14,2018-12-30 08:55:34
1,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fd4a9c5-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,74,2018-12-30 08:55:35,2018-12-30 08:56:49
5,1,1263,40408,22647,2052,0,hx_cz_ll_ysfh,ebbd6afa-c092-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,52,2018-12-30 08:56:01,2018-12-30 08:56:53
1,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8b6fea4-d69e-11e8-8ce1-7cd30ae45aec,4,"""C""",C,1,0,0,21,2018-12-30 08:56:51,2018-12-30 08:57:12
5,1,1263,40408,22647,2052,0,hx_cz_ll_ysfh,ebc68223-c092-11e8-8ce1-7cd30ae45aec,3,"""D""",C,0,0,0,136,2018-12-30 08:56:54,2018-12-30 08:59:10
1,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e980a7fd-d69e-11e8-8ce1-7cd30ae45aec,8,"""D""",B,0,0,0,119,2018-12-30 08:57:14,2018-12-30 08:59:13
1,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8d999c3-d69e-11e8-8ce1-7cd30ae45aec,4,"""B""",C,0,0,0,38,2018-12-30 08:59:48,2018-12-30 09:00:26
